Chromosome	Start	End	Strand	gene	locus_tag
chrVII	574888	575199	+	YGR039W	YGR039W
chrVII	575398	576504	+	KSS1	YGR040W
chrVII	577487	579130	+	BUD9	YGR041W
chrVII	579476	580291	+	MTE1	YGR042W
chrVII	580435	581436	-	NQM1	YGR043C
chrVII	582990	583892	-	RME1	YGR044C
chrVII	583934	584296	-	YGR045C	YGR045C
chrVII	584895	586052	+	TAM41	YGR046W
chrVII	586392	589469	-	TFC4	YGR047C
chrVII	589826	590911	+	UFD1	YGR048W
chrVII	591314	591877	+	SCM4	YGR049W
chrVII	592086	592442	-	YGR050C	YGR050C
chrVII	593596	594705	+	FMP48	YGR052W
chrVII	594986	595837	-	MCO32	YGR053C
chrVII	596693	598621	+	YGR054W	YGR054W
chrVII	599417	601141	+	MUP1	YGR055W
chrVII	601661	604447	+	RSC1	YGR056W
chrVII	604773	605501	-	LST7	YGR057C
chrVII	606136	607143	+	PEF1	YGR058W
chrVII	607563	609101	+	SPR3	YGR059W
chrVII	609584	609696	+	SNR48	YNCG0026W
chrVII	610564	611493	+	ERG25	YGR060W
chrVII	611889	615965	-	ADE6	YGR061C
chrVII	616328	617278	-	COX18	YGR062C
chrVII	617516	617824	-	SPT4	YGR063C
chrVII	618077	619858	-	VHT1	YGR065C
chrVII	620921	621799	-	GID10	YGR066C
chrVII	622372	624786	-	YGR067C	YGR067C
chrVII	625324	627084	-	ART5	YGR068C
chrVII	627806	631273	+	ROM1	YGR070W
chrVII	631481	634063	-	ENV11	YGR071C
chrVII	634304	635467	+	UPF3	YGR072W
chrVII	635712	636152	+	SMD1	YGR074W
chrVII	636147	636875	-	PRP38	YGR075C
chrVII	637104	637577	-	MRPL25	YGR076C
chrVII	637744	639513	-	PEX8	YGR077C
chrVII	639772	640371	-	PAC10	YGR078C
chrVII	640720	641832	+	YGR079W	YGR079W
chrVII	642010	643008	+	TWF1	YGR080W
chrVII	643148	643780	-	SLX9	YGR081C
chrVII	644044	644595	+	TOM20	YGR082W
chrVII	644860	646815	-	GCD2	YGR083C
chrVII	647123	648142	-	MRP13	YGR084C
chrVII	648383	648907	-	RPL11B	YGR085C
chrVII	649598	650617	-	PIL1	YGR086C
chrVII	651290	652981	-	PDC6	YGR087C
chrVII	654634	656322	+	CTT1	YGR088W
chrVII	656960	659770	+	NNF2	YGR089W
chrVII	661749	661820	+	YNCG0027W	YNCG0027W
chrVII	662358	666071	+	UTP22	YGR090W
chrVII	666341	667825	+	PRP31	YGR091W
chrVII	668189	669907	+	DBF2	YGR092W
chrVII	670388	671911	+	DRN1	YGR093W
chrVII	672186	675500	+	VAS1	YGR094W
chrVII	675671	676342	-	RRP46	YGR095C
chrVII	676621	677565	+	TPC1	YGR096W
chrVII	678695	682135	+	ASK10	YGR097W
chrVII	682566	687458	-	ESP1	YGR098C
chrVII	687899	689965	+	TEL2	YGR099W
chrVII	690245	693097	+	MDR1	YGR100W
chrVII	693363	694403	+	PCP1	YGR101W
chrVII	694584	695135	-	GTF1	YGR102C
chrVII	695417	697234	+	NOP7	YGR103W
chrVII	697445	698368	-	SRB5	YGR104C
chrVII	698599	698832	+	VMA21	YGR105W
chrVII	698989	699786	-	VOA1	YGR106C
chrVII	700675	700756	+	YNCG0028W	YNCG0028W
chrVII	700953	701048	-	YNCG0029C	YNCG0029C
chrVII	703636	705051	+	CLB1	YGR108W
chrVII	705359	706501	-	CLB6	YGR109C
chrVII	707108	707179	-	YNCG0030C	YNCG0030C
chrVII	707610	712254	+	YGR109W-B	YGR109W-B
chrVII	707610	708482	+	YGR109W-A	YGR109W-A
chrVII	713709	715046	+	CLD1	YGR110W
chrVII	715828	717030	+	YGR111W	YGR111W
chrVII	717358	718527	+	SHY1	YGR112W
chrVII	718893	719924	+	DAM1	YGR113W
chrVII	720409	724764	+	SPT6	YGR116W
chrVII	725049	726479	-	YGR117C	YGR117C
chrVII	726974	727730	+	RPS23A	YGR118W
chrVII	728046	729671	-	NUP57	YGR119C
chrVII	730033	730821	-	COG2	YGR120C
chrVII	731137	731210	+	YNCG0031W	YNCG0031W
chrVII	731449	732927	-	MEP1	YGR121C
chrVII	733412	733627	+	YGR121W-A	YGR121W-A
chrVII	733935	735143	+	YGR122W	YGR122W
chrVII	736340	736411	+	YNCG0032W	YNCG0032W
chrVII	736662	738203	-	PPT1	YGR123C
chrVII	739122	739195	+	YNCG0033W	YNCG0033W
chrVII	739944	741662	+	ASN2	YGR124W
chrVII	742325	745435	+	VSB1	YGR125W
chrVII	745835	746527	+	YGR126W	YGR126W
chrVII	746798	747736	+	YGR127W	YGR127W
chrVII	747950	750091	-	UTP8	YGR128C
chrVII	750400	751047	+	SYF2	YGR129W
chrVII	751394	753844	-	YGR130C	YGR130C
chrVII	754726	755250	+	FHN1	YGR131W
chrVII	755589	756452	-	PHB1	YGR132C
chrVII	756896	757447	+	PEX4	YGR133W
chrVII	757770	761138	+	CAF130	YGR134W
chrVII	761392	762168	+	PRE9	YGR135W
chrVII	762428	763153	+	LSB1	YGR136W
chrVII	763762	765606	-	TPO2	YGR138C
chrVII	767429	770299	+	CBF2	YGR140W
chrVII	770569	771972	+	VPS62	YGR141W
chrVII	772454	773686	+	BTN2	YGR142W
chrVII	774349	774421	+	YNCG0034W	YNCG0034W
chrVII	775193	777508	+	SKN1	YGR143W
chrVII	779616	779687	+	SUF4	YNCG0035W
chrVII	780399	781379	+	THI4	YGR144W
chrVII	781767	783890	+	ENP2	YGR145W
chrVII	784223	784858	-	ECL1	YGR146C
chrVII	785276	785437	-	YGR146C-A	YGR146C-A
chrVII	786054	786920	-	NAT2	YGR147C
chrVII	787312	787779	-	RPL24B	YGR148C
chrVII	789031	790329	+	GPC1	YGR149W
chrVII	790459	793053	-	CCM1	YGR150C
chrVII	794417	794489	+	YNCG0036W	YNCG0036W
chrVII	794674	795492	-	RSR1	YGR152C
chrVII	796092	796745	+	YGR153W	YGR153W
chrVII	796798	797868	-	GTO1	YGR154C
chrVII	798543	800066	+	CYS4	YGR155W
chrVII	800546	801823	+	PTI1	YGR156W
chrVII	802440	805049	+	CHO2	YGR157W
chrVII	805269	806021	-	MTR3	YGR158C
chrVII	806412	807656	-	NSR1	YGR159C
chrVII	808629	809420	-	RTS3	YGR161C
chrVII	810227	810505	+	YGR161W-C	YGR161W-C
chrVII	811738	817051	+	YGR161W-B	YGR161W-B
chrVII	811738	813054	+	YGR161W-A	YGR161W-A
chrVII	817747	823015	-	YGR161C-D	YGR161C-D
chrVII	821693	823015	-	YGR161C-C	YGR161C-C
chrVII	823482	823555	+	YNCG0037W	YNCG0037W
chrVII	824059	826917	+	TIF4631	YGR162W
chrVII	827552	828577	+	GTR2	YGR163W
chrVII	828625	828960	+	YGR164W	YGR164W
chrVII	828723	828794	-	YNCG0038C	YNCG0038C
chrVII	829116	830153	+	MRPS35	YGR165W
chrVII	830515	832197	+	TRS65	YGR166W
chrVII	832456	833157	+	CLC1	YGR167W
chrVII	833352	834482	-	PEX35	YGR168C
chrVII	834689	835903	-	PUS6	YGR169C
chrVII	836387	836665	-	LSO2	YGR169C-A
chrVII	837142	840558	+	PSD2	YGR170W
chrVII	840824	842551	-	MSM1	YGR171C
chrVII	842845	843591	-	YIP1	YGR172C
chrVII	843854	844960	+	RBG2	YGR173W
chrVII	845649	845719	+	YNCG0039W	YNCG0039W
chrVII	845893	846405	-	CBP4	YGR174C
chrVII	846655	846741	+	YGR174W-A	YGR174W-A
chrVII	846933	848423	-	ERG1	YGR175C
chrVII	848829	850436	-	ATF2	YGR177C
chrVII	851047	853215	-	PBP1	YGR178C
chrVII	853675	854895	-	OKP1	YGR179C
chrVII	855264	856301	-	RNR4	YGR180C
chrVII	857378	857491	-	YNCG0040C	YNCG0040C
chrVII	858287	858604	+	TIM13	YGR181W
chrVII	859063	859476	-	QCR9	YGR183C
chrVII	859901	865753	-	UBR1	YGR184C
chrVII	866336	867520	-	TYS1	YGR185C
chrVII	867774	869981	+	TFG1	YGR186W
chrVII	870232	871416	-	HGH1	YGR187C
chrVII	872044	875109	-	BUB1	YGR188C
chrVII	876394	876466	+	YNCG0041W	YNCG0041W
chrVII	876669	878192	-	CRH1	YGR189C
chrVII	878710	878815	-	YNCG0042C	YNCG0042C
chrVII	880420	882231	+	HIP1	YGR191W
chrVII	882812	883810	-	TDH3	YGR192C
chrVII	884509	885741	-	PDX1	YGR193C
chrVII	886073	887875	-	XKS1	YGR194C
chrVII	888882	889622	+	SKI6	YGR195W
chrVII	889733	892186	-	FYV8	YGR196C
chrVII	892497	894140	-	SNG1	YGR197C
chrVII	894693	897146	+	YPP1	YGR198W
chrVII	897502	899781	+	PMT6	YGR199W
chrVII	899904	902270	-	ELP2	YGR200C
chrVII	902520	903197	-	YGR201C	YGR201C
chrVII	903474	904748	-	PCT1	YGR202C
chrVII	905237	905683	+	YCH1	YGR203W
chrVII	905934	908774	+	ADE3	YGR204W
chrVII	909061	909174	-	YGR204C-A	YGR204C-A
chrVII	909213	910085	+	TDA10	YGR205W
chrVII	910432	910737	+	MVB12	YGR206W
chrVII	910843	911628	-	CIR1	YGR207C
chrVII	911883	912812	+	SER2	YGR208W
chrVII	912913	913227	-	TRX2	YGR209C
chrVII	913503	914738	-	YGR210C	YGR210C
chrVII	915241	916701	+	ZPR1	YGR211W
chrVII	917040	918446	+	SLI1	YGR212W
chrVII	918512	919465	-	RTA1	YGR213C
chrVII	920575	921788	+	RPS0A	YGR214W
chrVII	922175	922507	+	RSM27	YGR215W
chrVII	922633	924462	-	GPI1	YGR216C
chrVII	924696	930815	+	CCH1	YGR217W
chrVII	930953	931023	-	YNCG0043C	YNCG0043C
chrVII	932541	935795	+	CRM1	YGR218W
chrVII	936074	936883	-	MRPL9	YGR220C
chrVII	937124	938992	-	TOS2	YGR221C
chrVII	939459	939672	-	SNR7-L	YNCG0044C
chrVII	939494	939672	-	SNR7-S	YNCG0045C
chrVII	939923	940804	+	PET54	YGR222W
chrVII	940869	942215	-	HSV2	YGR223C
chrVII	942806	944647	+	AZR1	YGR224W
chrVII	945145	947019	+	AMA1	YGR225W
chrVII	947420	948997	+	DIE2	YGR227W
chrVII	949052	949225	-	OTO1	YGR227C-A
chrVII	949382	950899	-	SMI1	YGR229C
chrVII	951894	952307	+	BNS1	YGR230W
chrVII	952548	953480	-	PHB2	YGR231C
chrVII	953960	954646	+	NAS6	YGR232W
chrVII	954674	958210	-	PHO81	YGR233C
chrVII	959904	961103	+	YHB1	YGR234W
chrVII	961360	962061	-	MIC26	YGR235C
chrVII	962530	962817	-	SPG1	YGR236C
chrVII	963298	965655	-	YGR237C	YGR237C
chrVII	966039	968687	-	KEL2	YGR238C
chrVII	969187	970053	-	PEX21	YGR239C
chrVII	970771	973734	-	PFK1	YGR240C
chrVII	974577	974777	-	YGR240C-A	YGR240C-A
chrVII	974875	976581	-	YAP1802	YGR241C
chrVII	977336	977776	+	MPC3	YGR243W
chrVII	978036	979319	-	LSC2	YGR244C
chrVII	979765	982068	-	SDA1	YGR245C
chrVII	982482	984272	-	BRF1	YGR246C
chrVII	984966	985685	+	CPD1	YGR247W
chrVII	985972	986739	+	SOL4	YGR248W
chrVII	988049	989419	+	MGA1	YGR249W
chrVII	991176	993521	-	RIE1	YGR250C
chrVII	995639	996229	+	NOP19	YGR251W
chrVII	996869	998188	+	GCN5	YGR252W
chrVII	998358	999140	-	PUP2	YGR253C
chrVII	1000927	1002240	+	ENO1	YGR254W
chrVII	1002523	1003962	-	COQ6	YGR255C
chrVII	1004216	1004287	+	YNCG0046W	YNCG0046W
chrVII	1004624	1006102	+	GND2	YGR256W
chrVII	1006205	1007305	-	MTM1	YGR257C
chrVII	1007671	1010766	-	RAD2	YGR258C
chrVII	1012485	1014089	+	TNA1	YGR260W
chrVII	1014321	1016750	-	APL6	YGR261C
chrVII	1016974	1017759	-	BUD32	YGR262C
chrVII	1017967	1019241	-	SAY1	YGR263C
chrVII	1019598	1021853	-	MES1	YGR264C
chrVII	1022656	1024761	+	YGR266W	YGR266W
chrVII	1025004	1025735	-	FOL2	YGR267C
chrVII	1026057	1026653	-	HUA1	YGR268C
chrVII	1027370	1031509	+	YTA7	YGR270W
chrVII	1031791	1037694	+	SLH1	YGR271W
chrVII	1037800	1038501	-	EFG1	YGR271C-A
chrVII	1038715	1039239	-	YGR273C	YGR273C
chrVII	1039895	1043095	-	TAF1	YGR274C
chrVII	1043276	1043749	+	RTT102	YGR275W
chrVII	1043819	1045480	-	RNH70	YGR276C
chrVII	1045644	1046561	-	CAB4	YGR277C
chrVII	1046731	1048464	+	CWC22	YGR278W
chrVII	1048798	1049958	-	SCW4	YGR279C
chrVII	1050910	1051725	-	PXR1	YGR280C
chrVII	1052824	1057257	+	YOR1	YGR281W
chrVII	1057783	1058724	-	BGL2	YGR282C
chrVII	1059015	1060040	-	YGR283C	YGR283C
chrVII	1060658	1061590	-	ERV29	YGR284C
chrVII	1061852	1063153	-	ZUO1	YGR285C
chrVII	1063813	1064940	-	BIO2	YGR286C
chrVII	1067222	1068991	-	IMA1	YGR287C
chrVII	1070293	1071714	+	MAL13	YGR288W
chrVII	1073963	1075813	-	MAL11	YGR289C
chrVII	1076599	1078353	+	MAL12	YGR292W
chrVII	1080306	1080668	+	PAU12	YGR294W
chrVII	1081584	1082729	-	COS6	YGR295C
chrVII	1084864	1090591	+	YRF1-3	YGR296W
chrVIII	445	3311	-	YHL050C	YHL050C
chrVIII	3726	4541	-	YHL049C	YHL049C
chrVIII	5663	5797	-	YHL048C-A	YHL048C-A
chrVIII	6401	7546	+	COS8	YHL048W
chrVIII	8351	10213	-	ARN2	YHL047C
chrVIII	11923	12285	-	PAU13	YHL046C
chrVIII	13565	14272	+	YHL044W	YHL044W
chrVIII	14901	15413	+	ECM34	YHL043W
chrVIII	15667	16119	+	YHL042W	YHL042W
chrVIII	17392	17841	+	YHL041W	YHL041W
chrVIII	19088	20971	-	ARN1	YHL040C
chrVIII	21783	23540	+	EFM1	YHL039W
chrVIII	23617	25509	-	CBP2	YHL038C
chrVIII	25778	26179	-	YHL037C	YHL037C
chrVIII	26241	27881	+	MUP3	YHL036W
chrVIII	27978	32756	-	VMR1	YHL035C
chrVIII	33193	34077	-	SBP1	YHL034C
chrVIII	35255	36025	-	RPL8A	YHL033C
chrVIII	36379	38508	-	GUT1	YHL032C
chrVIII	38815	39486	-	GOS1	YHL031C
chrVIII	40084	45690	+	ECM29	YHL030W
chrVIII	45929	47968	-	OCA5	YHL029C
chrVIII	48763	50580	+	WSC4	YHL028W
chrVIII	51111	52988	+	RIM101	YHL027W
chrVIII	53219	54166	-	YHL026C	YHL026C
chrVIII	54851	55849	+	SNF6	YHL025W
chrVIII	56649	58790	+	RIM4	YHL024W
chrVIII	59123	62563	-	NPR3	YHL023C
chrVIII	62755	62826	+	YNCH0001W	YNCH0001W
chrVIII	62961	64157	-	SPO11	YHL022C
chrVIII	64462	65859	-	AIM17	YHL021C
chrVIII	66242	67456	-	OPI1	YHL020C
chrVIII	67731	69548	-	APM2	YHL019C
chrVIII	69708	70070	+	MCO14	YHL018W
chrVIII	70276	71874	+	YHL017W	YHL017W
chrVIII	72037	74244	-	DUR3	YHL016C
chrVIII	74699	74782	+	YHL015W-A	YHL015W-A
chrVIII	75412	75777	+	RPS20	YHL015W
chrVIII	76097	77314	-	YLF2	YHL014C
chrVIII	77430	78353	-	OTU2	YHL013C
chrVIII	78936	80417	+	YHL012W	YHL012W
chrVIII	80654	81616	-	PRS3	YHL011C
chrVIII	81964	83721	-	ETP1	YHL010C
chrVIII	84068	85060	-	YAP3	YHL009C
chrVIII	85298	85371	-	YNCH0002C	YNCH0002C
chrVIII	85909	91318	+	YHL009W-B	YHL009W-B
chrVIII	85909	87150	+	YHL009W-A	YHL009W-A
chrVIII	92627	94510	-	YHL008C	YHL008C
chrVIII	95118	97937	-	STE20	YHL007C
chrVIII	98343	98795	-	SHU1	YHL006C
chrVIII	98828	99220	-	YHL005C	YHL005C
chrVIII	99219	100403	+	MRP4	YHL004W
chrVIII	100648	101883	-	LAG1	YHL003C
chrVIII	102612	103970	+	HSE1	YHL002W
chrVIII	104277	105091	+	RPL14B	YHL001W
chrVIII	106055	107368	+	OSH7	YHR001W
chrVIII	107826	108122	+	QCR10	YHR001W-A
chrVIII	108812	109885	+	LEU5	YHR002W
chrVIII	110028	111317	-	TCD1	YHR003C
chrVIII	111754	113094	-	NEM1	YHR004C
chrVIII	113499	114917	-	GPA1	YHR005C
chrVIII	115620	115901	-	TIM10	YHR005C-A
chrVIII	116107	116179	-	YNCH0003C	YNCH0003C
chrVIII	117814	119439	+	STP2	YHR006W
chrVIII	120091	121683	-	ERG11	YHR007C
chrVIII	122550	122765	-	YHR007C-A	YHR007C-A
chrVIII	122889	123590	-	SOD2	YHR008C
chrVIII	124109	125680	-	TDA3	YHR009C
chrVIII	126521	127492	+	RPL27A	YHR010W
chrVIII	127780	129120	+	DIA4	YHR011W
chrVIII	129481	130448	+	VPS29	YHR012W
chrVIII	130730	131446	-	ARD1	YHR013C
chrVIII	132047	132922	+	SPO13	YHR014W
chrVIII	133026	133107	-	YNCH0004C	YNCH0004C
chrVIII	134321	134392	+	YNCH0005W	YNCH0005W
chrVIII	134554	136533	+	MIP6	YHR015W
chrVIII	136881	138455	-	YSC84	YHR016C
chrVIII	138694	139851	+	YSC83	YHR017W
chrVIII	140011	141402	-	ARG4	YHR018C
chrVIII	141894	143558	-	DED81	YHR019C
chrVIII	143996	146062	+	YHR020W	YHR020W
chrVIII	146242	146314	-	YNCH0006C	YNCH0006C
chrVIII	147871	148669	-	RPS27B	YHR021C
chrVIII	149225	149680	+	ECM12	YHR021W-A
chrVIII	149575	150345	-	YHR022C	YHR022C
chrVIII	151217	151306	-	YHR022C-A	YHR022C-A
chrVIII	151666	157452	+	MYO1	YHR023W
chrVIII	157744	159192	-	MAS2	YHR024C
chrVIII	159438	160511	+	THR1	YHR025W
chrVIII	160844	161485	+	VMA16	YHR026W
chrVIII	161730	164711	-	RPN1	YHR027C
chrVIII	164978	167434	-	DAP2	YHR028C
chrVIII	167677	168561	-	YHI9	YHR029C
chrVIII	168890	170344	-	SLT2	YHR030C
chrVIII	170799	172970	-	RRM3	YHR031C
chrVIII	173344	175089	+	ERC1	YHR032W
chrVIII	175548	176819	+	YHR033W	YHR033W
chrVIII	176965	177999	-	PIH1	YHR034C
chrVIII	178219	180111	+	NEL1	YHR035W
chrVIII	180345	181760	+	BRL1	YHR036W
chrVIII	181977	183704	+	PUT2	YHR037W
chrVIII	184066	184758	+	RRF1	YHR038W
chrVIII	184875	186809	-	MSC7	YHR039C
chrVIII	187173	187679	-	VMA10	YHR039C-A
chrVIII	187924	189024	+	BCD1	YHR040W
chrVIII	189131	189864	-	SRB2	YHR041C
chrVIII	190543	192618	+	NCP1	YHR042W
chrVIII	192805	193545	-	DOG2	YHR043C
chrVIII	194068	194808	-	DOG1	YHR044C
chrVIII	195551	197233	+	YHR045W	YHR045W
chrVIII	197398	198285	-	INM1	YHR046C
chrVIII	198740	201310	-	AAP1	YHR047C
chrVIII	204607	206151	+	YHK8	YHR048W
chrVIII	206462	207193	+	FSH1	YHR049W
chrVIII	207654	209303	+	SMF2	YHR050W
chrVIII	209475	209645	+	YHR050W-A	YHR050W-A
chrVIII	209705	210151	+	COX6	YHR051W
chrVIII	210848	211978	+	CIC1	YHR052W
chrVIII	212409	213118	+	RUF5-1	YNCH0007W
chrVIII	212519	212692	-	YHR052C-B	YHR052C-B
chrVIII	212535	212720	-	CUP1-1	YHR053C
chrVIII	213185	214249	-	YHR054C	YHR054C
chrVIII	214407	215116	+	RUF5-2	YNCH0008W
chrVIII	214517	214690	-	YHR054C-B	YHR054C-B
chrVIII	214533	214718	-	CUP1-2	YHR055C
chrVIII	215183	217834	-	RSC30	YHR056C
chrVIII	218226	218843	-	CPR2	YHR057C
chrVIII	218997	219884	-	MED6	YHR058C
chrVIII	220108	220500	+	FYV4	YHR059W
chrVIII	220725	221270	+	VMA22	YHR060W
chrVIII	221534	222478	-	GIC1	YHR061C
chrVIII	222877	223758	-	RPP1	YHR062C
chrVIII	224030	225169	-	PAN5	YHR063C
chrVIII	225525	227141	-	SSZ1	YHR064C
chrVIII	227532	229037	-	RRP3	YHR065C
chrVIII	229335	230696	+	SSF1	YHR066W
chrVIII	230970	231812	+	HTD2	YHR067W
chrVIII	232133	233296	+	DYS1	YHR068W
chrVIII	233579	234658	-	RRP4	YHR069C
chrVIII	234881	236380	+	TRM5	YHR070W
chrVIII	237004	237693	+	PCL5	YHR071W
chrVIII	237848	237939	-	YNCH0009C	YNCH0009C
chrVIII	239098	241293	+	ERG7	YHR072W
chrVIII	241664	241840	+	NOP10	YHR072W-A
chrVIII	242582	245572	+	OSH3	YHR073W
chrVIII	246193	248337	+	QNS1	YHR074W
chrVIII	248439	249641	-	PPE1	YHR075C
chrVIII	251101	252225	+	PTC7	YHR076W
chrVIII	252374	255756	-	NMD2	YHR077C
chrVIII	256360	258018	+	YHR078W	YHR078W
chrVIII	258244	261591	-	IRE1	YHR079C
chrVIII	262192	262553	-	SAE3	YHR079C-A
chrVIII	262801	266838	-	LAM4	YHR080C
chrVIII	267538	268092	+	LRP1	YHR081W
chrVIII	268459	271548	-	KSP1	YHR082C
chrVIII	272627	273616	+	SAM35	YHR083W
chrVIII	274174	276240	+	STE12	YHR084W
chrVIII	276764	277768	+	IPI1	YHR085W
chrVIII	278153	279724	+	NAM8	YHR086W
chrVIII	280231	280392	+	YHR086W-A	YHR086W-A
chrVIII	280820	281155	+	RTC3	YHR087W
chrVIII	281495	282382	+	RPF1	YHR088W
chrVIII	282681	283298	-	GAR1	YHR089C
chrVIII	283777	284625	-	YNG2	YHR090C
chrVIII	284839	286770	-	MSR1	YHR091C
chrVIII	287081	288811	-	HXT4	YHR092C
chrVIII	289142	289690	+	AHT1	YHR093W
chrVIII	290913	292625	-	HXT1	YHR094C
chrVIII	294669	296447	-	HXT5	YHR096C
chrVIII	297385	298609	-	PAL2	YHR097C
chrVIII	299145	301934	-	SFB3	YHR098C
chrVIII	302761	313995	+	TRA1	YHR099W
chrVIII	314116	314673	-	GEP4	YHR100C
chrVIII	314874	315968	-	BIG1	YHR101C
chrVIII	316572	319814	+	KIC1	YHR102W
chrVIII	320414	322972	+	SBE22	YHR103W
chrVIII	323409	324392	+	GRE3	YHR104W
chrVIII	324766	325410	+	YPT35	YHR105W
chrVIII	325598	326626	+	TRR2	YHR106W
chrVIII	326813	328036	-	CDC12	YHR107C
chrVIII	328303	330060	+	GGA2	YHR108W
chrVIII	330310	332067	+	CTM1	YHR109W
chrVIII	332282	332920	+	ERP5	YHR110W
chrVIII	333072	334394	+	UBA4	YHR111W
chrVIII	334527	335663	-	YHR112C	YHR112C
chrVIII	336337	337809	+	APE4	YHR113W
chrVIII	338083	339984	+	BZZ1	YHR114W
chrVIII	340109	341359	-	DMA1	YHR115C
chrVIII	341665	342120	+	COX23	YHR116W
chrVIII	342349	344268	+	TOM71	YHR117W
chrVIII	344321	345628	-	ORC6	YHR118C
chrVIII	346043	349285	+	SET1	YHR119W
chrVIII	349574	352453	+	MSH1	YHR120W
chrVIII	352756	353319	+	LSM12	YHR121W
chrVIII	353625	354320	+	CIA2	YHR122W
chrVIII	354815	356081	+	EPT1	YHR123W
chrVIII	356561	358444	+	NDT80	YHR124W
chrVIII	358478	358569	-	YNCH0010C	YNCH0010C
chrVIII	358858	359163	+	YHR125W	YHR125W
chrVIII	359702	360181	-	ANS1	YHR126C
chrVIII	360913	361644	+	YHR127W	YHR127W
chrVIII	362115	362765	+	FUR1	YHR128W
chrVIII	362999	364153	-	ARP1	YHR129C
chrVIII	364965	365300	-	YHR130C	YHR130C
chrVIII	365340	367892	-	YHR131C	YHR131C
chrVIII	368502	369794	-	ECM14	YHR132C
chrVIII	370054	370449	+	IGO2	YHR132W-A
chrVIII	370722	371597	-	NSG1	YHR133C
chrVIII	371749	372558	+	WSS1	YHR134W
chrVIII	372694	374310	-	YCK1	YHR135C
chrVIII	374654	375100	-	SPL2	YHR136C
chrVIII	375709	377250	+	ARO9	YHR137W
chrVIII	377355	377699	-	YHR138C	YHR138C
chrVIII	378219	379199	-	SPS100	YHR139C
chrVIII	378254	379237	+	SUT169	YNCH0011W
chrVIII	380108	380419	-	YHR139C-A	YHR139C-A
chrVIII	380572	381291	+	YHR140W	YHR140W
chrVIII	381540	381727	+	SNR32	YNCH0012W
chrVIII	381990	382751	-	RPL42B	YHR141C
chrVIII	383538	384488	+	CHS7	YHR142W
chrVIII	385510	386487	+	DSE2	YHR143W
chrVIII	387233	387445	+	RPC10	YHR143W-A
chrVIII	387788	388726	-	DCD1	YHR144C
chrVIII	388893	388995	-	SUF8	YNCH0013C
chrVIII	390300	391697	+	CRP1	YHR146W
chrVIII	392639	393283	-	MRPL6	YHR147C
chrVIII	393534	394085	+	IMP3	YHR148W
chrVIII	394455	396659	-	SKG6	YHR149C
chrVIII	397251	398990	+	PEX28	YHR150W
chrVIII	399268	400848	-	MTC6	YHR151C
chrVIII	401434	401955	+	SPO12	YHR152W
chrVIII	402086	402682	-	SPO16	YHR153C
chrVIII	402966	406178	+	RTT107	YHR154W
chrVIII	407103	410789	+	LAM1	YHR155W
chrVIII	411228	411317	+	SNR71	YNCH0014W
chrVIII	411384	412406	-	LIN1	YHR156C
chrVIII	412907	413455	+	REC104	YHR157W
chrVIII	413685	417179	-	KEL1	YHR158C
chrVIII	417549	419063	+	TDA11	YHR159W
chrVIII	419221	420072	-	PEX18	YHR160C
chrVIII	420373	422286	-	YAP1801	YHR161C
chrVIII	423072	423461	+	MPC2	YHR162W
chrVIII	423724	424473	+	SOL3	YHR163W
chrVIII	424610	429178	-	DNA2	YHR164C
chrVIII	429707	436948	-	PRP8	YHR165C
chrVIII	437170	439050	-	CDC23	YHR166C
chrVIII	439342	440127	+	THP2	YHR167W
chrVIII	440377	441933	+	MTG2	YHR168W
chrVIII	442181	443476	+	DBP8	YHR169W
chrVIII	443828	445384	+	NMD3	YHR170W
chrVIII	445713	447605	+	ATG7	YHR171W
chrVIII	448335	450806	+	SPC97	YHR172W
chrVIII	450815	451153	-	YHR173C	YHR173C
chrVIII	451327	452640	+	ENO2	YHR174W
chrVIII	452872	453441	+	CTR2	YHR175W
chrVIII	453558	453707	+	YHR175W-A	YHR175W-A
chrVIII	454229	455527	+	FMO1	YHR176W
chrVIII	456591	457952	+	ROF1	YHR177W
chrVIII	459299	461530	+	STB5	YHR178W
chrVIII	462502	463704	+	OYE2	YHR179W
chrVIII	465178	465669	+	YHR180W	YHR180W
chrVIII	466990	467061	+	YNCH0015W	YNCH0015W
chrVIII	467228	467914	+	SVP26	YHR181W
chrVIII	468219	470576	+	RGD3	YHR182W
chrVIII	470960	472429	+	GND1	YHR183W
chrVIII	472744	474459	+	SSP1	YHR184W
chrVIII	474627	475340	-	PFS1	YHR185C
chrVIII	475706	475778	-	YNCH0016C	YNCH0016C
chrVIII	475999	480672	-	KOG1	YHR186C
chrVIII	480990	481919	+	IKI1	YHR187W
chrVIII	482005	483837	-	GPI16	YHR188C
chrVIII	484028	484600	+	PTH1	YHR189W
chrVIII	484845	486179	+	ERG9	YHR190W
chrVIII	486230	486631	-	CTF8	YHR191C
chrVIII	486826	487662	+	LNP1	YHR192W
chrVIII	487712	488236	-	EGD2	YHR193C
chrVIII	488657	490396	+	MDM31	YHR194W
chrVIII	490747	491712	+	NVJ1	YHR195W
chrVIII	491931	493658	+	UTP9	YHR196W
chrVIII	493896	496187	+	RIX1	YHR197W
chrVIII	496315	497280	-	AIM18	YHR198C
chrVIII	497490	498422	-	AIM46	YHR199C
chrVIII	498571	498859	-	NBL1	YHR199C-A
